License.Number,Facility.Name,address,Phone,Facility.Type,Permit.Type,latitude,longitude,Website
60000964,ROBBIN'S LOVING DAY CARE HOME,2200 GRIMES  ST  CHARLOTTE NC 28206,(704) 977-5294,Family CC Home,Three Star Family CC Home License,35.24759294,-80.82640697,https://ncchildcare.ncdhhs.gov/childcaresearch
47000224,ROBIN'S NEST FAMILY CHILD CARE HOME,2004 MCGUIRE DR RAEFORD NC 28376,(910) 745-3547,Family CC Home,Three Star Family CC Home License,35.04498814,-79.11433803,https://ncchildcare.ncdhhs.gov/childcaresearch
84000159,ROBINSON DAYCARE,634 MOUNTAIN PL ALBEMARLE NC 28001,(704) 983-5521,Family CC Home,Three Star Family CC Home License,35.36396427,-80.14065097,https://ncchildcare.ncdhhs.gov/childcaresearch
3205776,ROCHELLE SANDERS DAY CARE HOME,5502 PENRITH DR DURHAM NC 27713,(919) 949-5942,Family CC Home,Four Star Family CC Home License,35.92155136,-78.90226756,https://ncchildcare.ncdhhs.gov/childcaresearch
92003319,ROOM TO GROW,6804 ERIN CT RALEIGH NC 27615,(919) 676-5711,Family CC Home,Four Star Family CC Home License,35.87471457,-78.63310566,https://ncchildcare.ncdhhs.gov/childcaresearch
63000536,ROW'S SWEET TOTS,605 SANBORN ST ABERDEEN NC 28315,(910) 286-0847,Family CC Home,Three Star Family CC Home License,35.129576,-79.43828946,https://ncchildcare.ncdhhs.gov/childcaresearch
26001362,RUTH'S DAYCARE,217 KRISTIN AVE SPRING LAKE NC 28390,(910) 496-0195,Family CC Home,Three Star Family CC Home License,35.17429073,-78.9876322,https://ncchildcare.ncdhhs.gov/childcaresearch
60002994,"S & E CHILD DEVELOPMENT CENTER, INC",11931 GLENHOPE LN CHARLOTTE NC 28269,(704) 599-3738,Family CC Home,Five Star Family CC Home License,35.35577272,-80.79150029,https://ncchildcare.ncdhhs.gov/childcaresearch
34000734,S & S DAY CARE,4795 N CHERRY  ST  WINSTON-SALEM NC 27105,(336) 245-8162,Family CC Home,Five Star Family CC Home License,36.15820593,-80.2663563,https://ncchildcare.ncdhhs.gov/childcaresearch
92000760,S. & R. HOME DAY CARE,920 COOPER RD RALEIGH NC 27610,(919) 212-1946,Family CC Home,Five Star Family CC Home License,35.76520075,-78.58751932,https://ncchildcare.ncdhhs.gov/childcaresearch
80000376,SAFARI FAMILY CHILD CARE,401 N YADKIN AVE SPENCER NC 28159,(980) 565-2260,Family CC Home,Four Star Family CC Home License,35.69420921,-80.42587502,https://ncchildcare.ncdhhs.gov/childcaresearch
74000909,SAFE HAVEN CHILDCARE,613 ALLEGHENY  RD  GREENVILLE NC 27834,(252) 347-2361,Family CC Home,Five Star Family CC Home License,35.6937925,-77.45542798,https://ncchildcare.ncdhhs.gov/childcaresearch
34001319,SANDRA'S FAMILY CHILD CARE LLC,1603 PARAGON DR WINSTON-SALEM NC 27127,(508) 863-1095,Family CC Home,Five Star Family CC Home License,36.02113895,-80.27086842,https://ncchildcare.ncdhhs.gov/childcaresearch
80000274,SANDRA'S PLAYHOUSE,1024 WILDFLOWER LN SALISBURY NC 28147,(704) 855-9485,Family CC Home,Four Star Family CC Home License,35.61586927,-80.60420643,https://ncchildcare.ncdhhs.gov/childcaresearch
60000492,Savage Academy,7007 HUNTERS GLEN DR CHARLOTTE NC 28214,(704) 763-8136,Family CC Home,Five Star Family CC Home License,35.26251745,-80.94843416,https://ncchildcare.ncdhhs.gov/childcaresearch
60003794,SELLARS STELLAR ACADEMY,13831 ALLISON FORREST TRAIL CHARLOTTE NC 28278,(919) 358-2020,Family CC Home,Four Star Family CC Home License,35.10940574,-80.99495668,https://ncchildcare.ncdhhs.gov/childcaresearch
26002499,SERENITY CHILD CARE CENTER,113 HILLVIEW AVE FAYETTEVILLE NC 28301,(910) 286-5790,Family CC Home,Three Star Family CC Home License,35.09976694,-78.87799257,https://ncchildcare.ncdhhs.gov/childcaresearch
86000397,SHARON BLEDSOE'S CHILD CARE HOME,146 PROMISE LN DOBSON NC 27017,(336) 366-2860,Family CC Home,Two Star Family CC Home License,36.32198848,-80.73808237,https://ncchildcare.ncdhhs.gov/childcaresearch
32001564,SHARON WINSTON FAMILY DAYCARE HOME,5313 SUTTERIDGE CT DURHAM NC 27713,(919) 598-5751,Family CC Home,Three Star Family CC Home License,35.88695245,-78.91737092,https://ncchildcare.ncdhhs.gov/childcaresearch
10000216,SHARON'S CHILD CARE,115 NE 43RD  ST  OAK ISLAND NC 28465,(910) 409-8095,Family CC Home,Three Star Family CC Home License,33.91439553,-78.11871944,https://ncchildcare.ncdhhs.gov/childcaresearch
74000404,SHARON'S HOME AWAY FROM HOME CHILD CARE,213 POKERHOUSE RD GRIMESLAND NC 27837,(252) 752-2938,Family CC Home,Five Star Family CC Home License,35.57228033,-77.18272818,https://ncchildcare.ncdhhs.gov/childcaresearch
96000626,SHARON'S LITTLE MIRACLES HOME DAYCARE,198 S US HWY 13 DUDLEY NC 28333,(919) 584-0485,Family CC Home,Four Star Family CC Home License,35.32682767,-78.03961223,https://ncchildcare.ncdhhs.gov/childcaresearch
13000619,SHAWANNAS LITTLE SCHOLARS,626 SHELLBARK DR CONCORD NC 28025,(704) 968-6926,Family CC Home,Temporary FCCH License,35.36371201,-80.56736286,https://ncchildcare.ncdhhs.gov/childcaresearch
43000467,SHEILA'S DAY CARE HOME,471 LASATER RD BUNNLEVEL NC 28323,(910) 893-9318,Family CC Home,One Star Family CC Home License,35.2801814,-78.90407132,https://ncchildcare.ncdhhs.gov/childcaresearch
76000299,SHEKINAH GLORY CHILDCARE CENTER,632 ALLRED  ST  ASHEBORO NC 27203,(336) 629-3304,Family CC Home,Four Star Family CC Home License,35.72783317,-79.80094199,https://ncchildcare.ncdhhs.gov/childcaresearch
92002853,SHEKINAH GLORY HOME CHILD CARE,1529 BEACON VALLEY DR RALEIGH NC 27604,(919) 737-5958,Family CC Home,Three Star Family CC Home License,35.80204315,-78.57141931,https://ncchildcare.ncdhhs.gov/childcaresearch
1000403,SHELBY'S IN HOME DAY CARE,1458 KNOLLWOOD DR BURLINGTON NC 27217,(336) 222-8353,Family CC Home,Four Star Family CC Home License,36.10742601,-79.40994466,https://ncchildcare.ncdhhs.gov/childcaresearch
23000026,SHELIA'S SMALL BLESSINGS DAY CARE HOME,416 SANDY RUN CHURCH RD MOORESBORO NC 28114,(704) 692-0976,Family CC Home,Four Star Family CC Home License,35.28523693,-81.69464429,https://ncchildcare.ncdhhs.gov/childcaresearch
60003579,SHELLEY ANNE ROBINSON IN HOME DAY CARE,14323 HARTWELL FARM DR CHARLOTTE NC 28278,(980) 256-4429,Family CC Home,Two Star Family CC Home License,35.12437402,-81.00728059,https://ncchildcare.ncdhhs.gov/childcaresearch
11000877,SHEMA,30 TALMADGE CT ASHEVILLE NC 28806,(828) 273-9067,Family CC Home,One Star Family CC Home License,35.5692034,-82.5974522,https://ncchildcare.ncdhhs.gov/childcaresearch
26002508,SHEMIKA'S HOME DAY CARE,408 SLAND DR FAYETTEVILLE NC 28311,(910) 578-8581,Family CC Home,Three Star Family CC Home License,35.13072115,-78.88888188,https://ncchildcare.ncdhhs.gov/childcaresearch
51000222,SHEPHERD'S DAY CARE HOME,62 LYNN LN SELMA NC 27576,(919) 634-9152,Family CC Home,Four Star Family CC Home License,35.58717625,-78.29897425,https://ncchildcare.ncdhhs.gov/childcaresearch
31000122,SHINING STAR CHILDCARE,1252 WARDS BRIDGE  RD  WARSAW NC 28398,(910) 293-3281,Family CC Home,Four Star Family CC Home License,35.01035125,-78.03921264,https://ncchildcare.ncdhhs.gov/childcaresearch
18000569,SHINING STARS,2342 25TH ST DR NE HICKORY NC 28601,(828) 404-6000,Family CC Home,Four Star Family CC Home License,35.75826854,-81.28017073,https://ncchildcare.ncdhhs.gov/childcaresearch
92001572,SHINING STARS DAYCARE,609 GLEN MILL CT RALEIGH NC 27606,(919) 889-6209,Family CC Home,Four Star Family CC Home License,35.77345331,-78.70230245,https://ncchildcare.ncdhhs.gov/childcaresearch
83000002,SHIRLEY MCLEAN'S DAY CARE HOME,903 PORT  ST  LAURINBURG NC 28352,(910) 544-9424,Family CC Home,Three Star Family CC Home License,34.78370202,-79.44223637,https://ncchildcare.ncdhhs.gov/childcaresearch
41002304,SHIRLEY'S TENDER CARE FOR TINY TOTS,2004 LARCHMONT DR GREENSBORO NC 27405,(336) 541-8438,Family CC Home,Three Star Family CC Home License,36.10140326,-79.74176207,https://ncchildcare.ncdhhs.gov/childcaresearch
82000291,SMALL MIRACLES CHILD CARE,1031 WILMINGTON RD TURKEY NC 28393,(910) 214-2974,Family CC Home,Three Star Family CC Home License,34.97582647,-78.17385371,https://ncchildcare.ncdhhs.gov/childcaresearch
92002655,SMALL MIRACLES CHILDCARE SERVICES,420 CEDAR HILL LN RALEIGH NC 27609,(919) 771-8256,Family CC Home,Four Star Family CC Home License,35.85340661,-78.63202873,https://ncchildcare.ncdhhs.gov/childcaresearch
95000044,SMALL ONES HOME CHILD CARE CENTER,579 BROOKSHIRE RD BOONE NC 28607,(828) 268-0043,Family CC Home,Three Star Family CC Home License,36.22550929,-81.64443434,https://ncchildcare.ncdhhs.gov/childcaresearch
32001020,SMALL WONDERS DAY CARE,1716 ATHENS  ST  DURHAM NC 27707,(919) 519-9957,Family CC Home,Five Star Family CC Home License,35.96878364,-78.89161954,https://ncchildcare.ncdhhs.gov/childcaresearch
71000205,SMALL WORLD DAYCARE,2482 HALFWAY BRANCH SCHOOL RD IVANHOE NC 28447,(910) 471-8700,Family CC Home,Four Star Family CC Home License,34.58033826,-78.15274013,https://ncchildcare.ncdhhs.gov/childcaresearch
70000293,SMILIN' FROG CHILDCARE,1518 BRUMSEY DR ELIZABETH CITY NC 27909,(252) 267-3492,Family CC Home,Three Star Family CC Home License,36.24999893,-76.17211009,https://ncchildcare.ncdhhs.gov/childcaresearch
32002250,SMILING FACES ACADEMY,22 MEADOWCREST DR DURHAM NC 27703,(516) 567-3732,Family CC Home,Three Star Family CC Home License,36.00152993,-78.83327961,https://ncchildcare.ncdhhs.gov/childcaresearch
34001339,SMILING FACES CHILD CARE,5096 RAMILLIE RUN WINSTON-SALEM NC 27106,(336) 972-0459,Family CC Home,Four Star Family CC Home License,36.18143385,-80.31304201,https://ncchildcare.ncdhhs.gov/childcaresearch
78000444,SMITH'S LITTLE ANGELS,793 W BOYCE RD ROWLAND NC 28383,(910) 770-5163,Family CC Home,Four Star Family CC Home License,34.56882852,-79.18936572,https://ncchildcare.ncdhhs.gov/childcaresearch
32001242,SOLECITOS HOME DAYCARE,11 E BAYBERRY CT DURHAM NC 27713,(919) 491-6687,Family CC Home,Three Star Family CC Home License,35.92106419,-78.94826554,https://ncchildcare.ncdhhs.gov/childcaresearch
54000178,SONSHINE CHRISTIAN CHILD CARE,2701 CAREY  RD  KINSTON NC 28504,(252) 361-2487,Family CC Home,Five Star Family CC Home License,35.29308397,-77.59883524,https://ncchildcare.ncdhhs.gov/childcaresearch
32000045,SOUTHSIDE ECONO CARE HOME,108 OBIE DR DURHAM NC 27713,(919) 484-0028,Family CC Home,Three Star Family CC Home License,35.9264345,-78.9228105,https://ncchildcare.ncdhhs.gov/childcaresearch
60004030,SOZO ACADEMY,10117 SPRING PARK DR CHARLOTTE NC 28269,(704) 654-7838,Family CC Home,Five Star Family CC Home License,35.35857713,-80.81248367,https://ncchildcare.ncdhhs.gov/childcaresearch
11000820,SPANISH FOR KIDS PRESCHOOL,29 SHELBY  RD  ASHEVILLE NC 28806,(828) 318-3847,Family CC Home,Five Star Family CC Home License,35.60823865,-82.60674231,https://ncchildcare.ncdhhs.gov/childcaresearch
60003768,SPECTRUM KIDS,12122 RED HICKORY LN CHARLOTTE NC 28273,(704) 941-9124,Family CC Home,Five Star Family CC Home License,35.145354,-80.95550293,https://ncchildcare.ncdhhs.gov/childcaresearch
73000131,SPRINGFIELD KIDS HOME DAY CARE,1127 DOLLY  ST  ROXBORO NC 27573,(336) 459-5929,Family CC Home,Three Star Family CC Home License,36.41017136,-78.97397495,https://ncchildcare.ncdhhs.gov/childcaresearch
92003162,SPRINKLES OF JOY CHILD CARE,1140 THELONIOUS DR RALEIGH NC 27610,(919) 899-6295,Family CC Home,Four Star Family CC Home License,35.75392063,-78.61819536,https://ncchildcare.ncdhhs.gov/childcaresearch
42000221,STACEY'S CHILDCARE,16384 HWY 125 HALIFAX NC 27839,(252) 445-5555,Family CC Home,Three Star Family CC Home License,36.22258373,-77.55523789,https://ncchildcare.ncdhhs.gov/childcaresearch
64000176,STAR BRITE YOUTH PROGRAM,829 S PINE ST ROCKY MOUNT NC 27803,(252) 977-9723,Family CC Home,Four Star Family CC Home License,35.93705789,-77.80949517,https://ncchildcare.ncdhhs.gov/childcaresearch
92003720,STAR CARES,4841 DRAPER  RD  RALEIGH NC 27616,(804) 721-2964,Family CC Home,One Star Family CC Home License,35.87947034,-78.56340696,https://ncchildcare.ncdhhs.gov/childcaresearch
73000113,STAR LIGHT HOME DAY CARE,1605 DOGWOOD LN ROXBORO NC 27573,(919) 316-8519,Family CC Home,Four Star Family CC Home License,36.42638385,-78.96908209,https://ncchildcare.ncdhhs.gov/childcaresearch
91000306,START @ HOME CHILDCARE,180 DORSEY PLACE HENDERSON NC 27536,(252) 767-5565,Family CC Home,Four Star Family CC Home License,36.31143495,-78.42314589,https://ncchildcare.ncdhhs.gov/childcaresearch
32002149,STARTING LEGENDS CHILD CARE LLC,3623 SANA CT DURHAM NC 27713,(984) 309-9185,Family CC Home,Four Star Family CC Home License,35.92966687,-78.89719682,https://ncchildcare.ncdhhs.gov/childcaresearch
93000075,STAY AND PLAY CHILD CARE,975 LARGO  RD  NORLINA NC 27563,(252) 257-5330,Family CC Home,Three Star Family CC Home License,36.34271261,-78.25633019,https://ncchildcare.ncdhhs.gov/childcaresearch
92000022,STELLA LOWERY SMALL DAY CARE HOME,102 OAKLAND  RD  APEX NC 27539,(919) 616-0345,Family CC Home,One Star Family CC Home License,35.67262096,-78.79147292,https://ncchildcare.ncdhhs.gov/childcaresearch
33000191,STEP BY STEP,145 SPECKLEBIRD LN TARBORO NC 27886,(252) 377-0909,Family CC Home,Five Star Family CC Home License,35.89139915,-77.40953214,https://ncchildcare.ncdhhs.gov/childcaresearch
83000206,STEP'S 2 LEARNING,18080 AIRBASE  RD  LAURINBURG NC 28352,(910) 844-3882,Family CC Home,Four Star Family CC Home License,34.8127029,-79.35939595,https://ncchildcare.ncdhhs.gov/childcaresearch
60004308,Stephanie's Kids,3520 ARCHER AVE CHARLOTTE NC 28217,(704) 258-2053,Family CC Home,Three Star Family CC Home License,35.20244464,-80.88868149,https://ncchildcare.ncdhhs.gov/childcaresearch
34001427,Stephen's Angels,3841 BARKWOOD CT WINSTON-SALEM NC 27105,(336) 999-2044,Family CC Home,Temporary FCCH License,36.13988679,-80.21656133,https://ncchildcare.ncdhhs.gov/childcaresearch
32001844,STEPPING STONE ACADEMY,4213 GUESS  RD  DURHAM NC 27712,(919) 880-5196,Family CC Home,One Star Family CC Home License,36.06785966,-78.93469222,https://ncchildcare.ncdhhs.gov/childcaresearch
70000153,STEPPING STONES DAY CARE,800 W COLONIAL AVE ELIZABETH CITY NC 27909,(252) 619-3997,Family CC Home,Four Star Family CC Home License,36.30231112,-76.23081515,https://ncchildcare.ncdhhs.gov/childcaresearch
4000224,STRONG'S HEARTS OF LOVE HOME CHILDCARE,6895 NC 145 MORVEN NC 28119,(704) 851-9855,Family CC Home,Four Star Family CC Home License,34.87817239,-79.96568156,https://ncchildcare.ncdhhs.gov/childcaresearch
32002199,SUCCESS CORNER HOME DAYCARE,2623 ANGIER AVE DURHAM NC 27703,(919) 251-9555,Family CC Home,Four Star Family CC Home License,35.97922163,-78.87181783,https://ncchildcare.ncdhhs.gov/childcaresearch
32001161,SUGAR N SPICE DAY CARE HOME,3431 CROMWELL  RD  DURHAM NC 27705,(919) 224-9337,Family CC Home,Five Star Family CC Home License,35.97944007,-78.97464648,https://ncchildcare.ncdhhs.gov/childcaresearch
51000483,SUGAR-PLUM TREE,500 S SMITHFIELD SELMA NC 27576,(919) 272-6858,Family CC Home,Four Star Family CC Home License,35.53436411,-78.29054661,https://ncchildcare.ncdhhs.gov/childcaresearch
32000478,SUGARS BABIES,4 INEZ CT DURHAM NC 27713,(919) 572-9024,Family CC Home,Four Star Family CC Home License,35.94611523,-78.91191703,https://ncchildcare.ncdhhs.gov/childcaresearch
60003454,SUNNY KIDS ACADEMY,1701 BRAY DR CHARLOTTE NC 28214,(704) 395-8579,Family CC Home,Five Star Family CC Home License,35.31651513,-80.97791868,https://ncchildcare.ncdhhs.gov/childcaresearch
71000262,SUNNY TRAIL CHILD CARE AND LEARNING CENTER LLC,61 SUNNY TRAIL  RD  WALLACE NC 28466,(910) 271-0754,Family CC Home,Four Star Family CC Home License,34.70294583,-78.06875356,https://ncchildcare.ncdhhs.gov/childcaresearch
92003928,SUNRISE PRESCHOOL LLC,5717 BRAMBLETON AVE RALEIGH NC 27610,(919) 946-0717,Family CC Home,Four Star Family CC Home License,35.72607487,-78.55960397,https://ncchildcare.ncdhhs.gov/childcaresearch
81000318,SUNSHINE CUBS DAYCARE,1121 CALTON  RD  BOSTIC NC 28018,(828) 447-3584,Family CC Home,Four Star Family CC Home License,35.4600948,-81.79288398,https://ncchildcare.ncdhhs.gov/childcaresearch
25000551,SUNSHINE DAYCARE HOME,401 HILLARD  RD  NEW BERN NC 28562,(252) 229-6356,Family CC Home,Three Star Family CC Home License,35.10246489,-77.21263315,https://ncchildcare.ncdhhs.gov/childcaresearch
92003565,SUNSHINE HOME DAY CARE,137 WILLISTON WAY CARY NC 27519,(919) 771-4239,Family CC Home,One Star Family CC Home License,35.85975704,-78.90237068,https://ncchildcare.ncdhhs.gov/childcaresearch
74000329,SUNSHINE KIDZ,3521 LONESOME PINE LN GREENVILLE NC 27858,(252) 531-4530,Family CC Home,One Star Family CC Home License,35.57412688,-77.24306929,https://ncchildcare.ncdhhs.gov/childcaresearch
60000936,SUPERLATIVE CHILD CARE,3339 BARFIELD DR CHARLOTTE NC 28217,(704) 332-9878,Family CC Home,Three Star Family CC Home License,35.20243723,-80.88528356,https://ncchildcare.ncdhhs.gov/childcaresearch
65001078,SUSAN'S DAYCARE,3402 BRAGG DR WILMINGTON NC 28409,(910) 232-5093,Family CC Home,Three Star Family CC Home License,34.18373249,-77.88737235,https://ncchildcare.ncdhhs.gov/childcaresearch
60003621,SUSY'S LEARNING CENTER II,9119 CLANCY PLACE CHARLOTTE NC 28227,(704) 970-6884,Family CC Home,Three Star Family CC Home License,35.21032028,-80.68907114,https://ncchildcare.ncdhhs.gov/childcaresearch
34000676,"SWEET DREAMS FAMILY HOME CHILD CARE, LLC",2500 REYNOLDS PARK  RD  WINSTON-SALEM NC 27107,(336) 995-7499,Family CC Home,Three Star Family CC Home License,36.08755868,-80.20322438,https://ncchildcare.ncdhhs.gov/childcaresearch
26000504,SYLVIA THOMAS' SMALL DAY CARE,332 CADMIUM CT FAYETTEVILLE NC 28311,(910) 822-1817,Family CC Home,Four Star Family CC Home License,35.128746,-78.91150323,https://ncchildcare.ncdhhs.gov/childcaresearch
8000101,T & J KEYS 2 CARE,119 WOODARD  RD  WINDSOR NC 27983,(252) 484-0134,Family CC Home,Four Star Family CC Home License,35.96324941,-76.94977188,https://ncchildcare.ncdhhs.gov/childcaresearch
34000556,T'S CREATION CHRISTIAN HOME CHILD PROVIDER,2816 ROSEMARY DR WINSTON-SALEM NC 27105,(336) 893-5391,Family CC Home,Five Star Family CC Home License,36.1270958,-80.20896612,https://ncchildcare.ncdhhs.gov/childcaresearch
33000049,"T.L.C. TENDER LOVING CARE DAY
CARE",548 LINCOLN DR ROCKY MOUNT NC 27801,(252) 442-0335,Family CC Home,Four Star Family CC Home License,35.91685854,-77.79396603,https://ncchildcare.ncdhhs.gov/childcaresearch
24000167,TABIES BABIES FAMILY CHILD CARE HOME,112 WILLIAMSON TRAIL EVERGREEN NC 28438,(910) 317-3644,Family CC Home,Four Star Family CC Home License,34.41630664,-78.94977149,https://ncchildcare.ncdhhs.gov/childcaresearch
26002519,TABRA'S CHILDCARE,3025 THORNHILL  RD  FAYETTEVILLE NC 28306,(910) 424-2907,Family CC Home,Five Star Family CC Home License,34.9831681,-78.98905224,https://ncchildcare.ncdhhs.gov/childcaresearch
32002285,TALENTOS GIRAFFE SCHOOL,3237 PICKETT RD DURHAM NC 27705,(919) 321-7189,Family CC Home,Five Star Family CC Home License,35.9754916,-78.97304596,https://ncchildcare.ncdhhs.gov/childcaresearch
74000562,TAMMIE'S CHILD CARE,4798 STATON MILL RD ROBERSONVILLE NC 27871,(252) 714-7427,Family CC Home,Two Star Family CC Home License,35.77628316,-77.31110798,https://ncchildcare.ncdhhs.gov/childcaresearch
11000284,TAMMY PRATT DAY CARE HOME,10 WILSON LN FLETCHER NC 28732,(828) 768-0045,Family CC Home,Four Star Family CC Home License,35.50318382,-82.44362559,https://ncchildcare.ncdhhs.gov/childcaresearch
43000102,TAMMY'S CHILD CARE HOME,6444 OLD STAGE RD N ANGIER NC 27501,(919) 639-4359,Family CC Home,Two Star Family CC Home License,35.5001505,-78.69564981,https://ncchildcare.ncdhhs.gov/childcaresearch
37000011,TANYA'S LOVING WITH LEARNING CARE CENTER,207 GATLING  RD  SUNBURY NC 27979,(252) 465-4673,Family CC Home,Four Star Family CC Home License,36.42354565,-76.6431258,https://ncchildcare.ncdhhs.gov/childcaresearch
60003364,TARA'S LEARN & PLAY HOUSE,317 PEACHTREE  RD  CHARLOTTE NC 28216,(347) 439-5339,Family CC Home,Four Star Family CC Home License,35.29169744,-80.89396222,https://ncchildcare.ncdhhs.gov/childcaresearch
47000087,TASHA'S CHILD CARE,2102 O' BRIEN DR RAEFORD NC 28376,(910) 670-5901,Family CC Home,Three Star Family CC Home License,35.04436174,-79.11601408,https://ncchildcare.ncdhhs.gov/childcaresearch
60002731,TAYLOR'S PLAYHOUSE,2812 YADKIN AVE CHARLOTTE NC 28205,(704) 376-9187,Family CC Home,Three Star Family CC Home License,35.24405172,-80.8090011,https://ncchildcare.ncdhhs.gov/childcaresearch
60004045,TEACHER'S PETS,406 SILVERSMITH LN CHARLOTTE NC 28270,(704) 846-4930,Family CC Home,Four Star Family CC Home License,35.11599122,-80.74494285,https://ncchildcare.ncdhhs.gov/childcaresearch
78000019,TEASIE'S CHILD CARE HOME,51 NEALY AVE LUMBERTON NC 28360,(910) 225-0904,Family CC Home,Four Star Family CC Home License,34.65282097,-79.05508821,https://ncchildcare.ncdhhs.gov/childcaresearch
34000549,TEDDY BEAR TENDER CARE,4425 MECUM RD WALKERTOWN NC 27051,(336) 423-8386,Family CC Home,Three Star Family CC Home License,36.19788099,-80.15611901,https://ncchildcare.ncdhhs.gov/childcaresearch
51000895,"TEENA'S FAMILY CHILDCARE, LLC",1540 BARBER MILL  RD  CLAYTON NC 27528,(984) 201-3728,Family CC Home,Four Star Family CC Home License,35.58384208,-78.48593424,https://ncchildcare.ncdhhs.gov/childcaresearch
41000979,"TENDER LOVE AND CARE, INC.",1402 GLENDALE DR GREENSBORO NC 27406,(336) 855-6248,Family CC Home,Three Star Family CC Home License,36.00930868,-79.83039867,https://ncchildcare.ncdhhs.gov/childcaresearch
9000066,TENDER LOVING CHILDCARE,1785 MICROWAVE TOWER  RD  COUNCIL NC 28434,(910) 645-6103,Family CC Home,Five Star Family CC Home License,34.40869962,-78.50914443,https://ncchildcare.ncdhhs.gov/childcaresearch
69000096,TENDER LOVING JEWELS HOME DAYCARE,845 CHINCHILLA  RD  BAYBORO NC 28515,(252) 229-1219,Family CC Home,Four Star Family CC Home License,35.14547329,-76.74645392,https://ncchildcare.ncdhhs.gov/childcaresearch
32001666,TENDER TOTS DAY CARE,4807 BAY POINT DR DURHAM NC 27713,(919) 572-6367,Family CC Home,Five Star Family CC Home License,35.93859351,-78.91953743,https://ncchildcare.ncdhhs.gov/childcaresearch
39000003,TENDER TOUCH DAY CARE,702 E E ST BUTNER NC 27509,(919) 575-9118,Family CC Home,Five Star Family CC Home License,36.14403317,-78.75397458,https://ncchildcare.ncdhhs.gov/childcaresearch
44000098,TENDER TREASURES,147 RIGDON LN WAYNESVILLE NC 28786,(828) 648-9002,Family CC Home,Four Star Family CC Home License,35.47487566,-82.89686967,https://ncchildcare.ncdhhs.gov/childcaresearch
60004296,Teremok Russian Academy of Charlotte,7102 BRIGMORE DR CHARLOTTE NC 28226,(704) 491-3259,Family CC Home,Five Star Family CC Home License,35.08938665,-80.84037936,https://ncchildcare.ncdhhs.gov/childcaresearch
91000224,TERESA'S TREE OF KNOWLEDGE,363 S LYNNBANK  RD  HENDERSON NC 27537,(252) 492-7131,Family CC Home,Five Star Family CC Home License,36.24953286,-78.463443,https://ncchildcare.ncdhhs.gov/childcaresearch
4905095,TERRY AIKEN'S DAY CARE HOME,317 FAN JOY RD STATESVILLE NC 28625,(704) 872-4007,Family CC Home,Three Star Family CC Home License,35.76946164,-80.81933678,https://ncchildcare.ncdhhs.gov/childcaresearch
31000168,TERRY P'S PLAY AND LEARN,1025 PAUL ED DAIL  RD  KENANSVILLE NC 28349,(910) 441-0421,Family CC Home,Four Star Family CC Home License,34.9350229,-77.91232627,https://ncchildcare.ncdhhs.gov/childcaresearch
6005651,TEXANN LIGHTNER SMALL DAY CARE HOME,321 COOPER DR CHARLOTTE NC 28210,(704) 527-6090,Family CC Home,One Star Family CC Home License,35.16574672,-80.87199567,https://ncchildcare.ncdhhs.gov/childcaresearch
7000172,THE CHILDREN'S LEARNING TREE TOP,249 OLD MILL  RD  CHOCOWINITY NC 27817,(252) 721-8180,Family CC Home,Four Star Family CC Home License,35.49707454,-77.08081614,https://ncchildcare.ncdhhs.gov/childcaresearch
26002412,THE CHILDRENZ' PLACE,3727 FLOYD DR HOPE MILLS NC 28348,(910) 977-6583,Family CC Home,Four Star Family CC Home License,34.96841811,-78.95657957,https://ncchildcare.ncdhhs.gov/childcaresearch
68000533,THE COZY CORNER,103 A LOUIS ARMSTRONG CT CHAPEL HILL NC 27514,(919) 370-2764,Family CC Home,Three Star Family CC Home License,35.94743416,-79.04722816,https://ncchildcare.ncdhhs.gov/childcaresearch
14000400,THE EARLY LEARNING HOUSE,6241 ROCKY MOUNT RD GRANITE FALLS NC 28630,(828) 212-1092,Family CC Home,Two Star Family CC Home License,35.79326032,-81.35573841,https://ncchildcare.ncdhhs.gov/childcaresearch
63000551,The First Steps Childcare,1425 CENTRAL DR SERN PINES NC 28387,(910) 691-4181,Family CC Home,Home License One Star Family CC,35.21341943,-79.39291527,https://ncchildcare.ncdhhs.gov/childcaresearch
74000318,THE GOOD SHEPHERD'S CHILD CARE,2780 PRESTON WOOD DR GRIMESLAND NC 27837,(252) 367-6116,Family CC Home,Five Star Family CC Home License,35.56540774,-77.2784798,https://ncchildcare.ncdhhs.gov/childcaresearch
32001962,THE JUNGLE OF LEARNING,11 INTREPID CT DURHAM NC 27703,(919) 407-0169,Family CC Home,Three Star Family CC Home License,35.97205137,-78.84237442,https://ncchildcare.ncdhhs.gov/childcaresearch
25000610,THE KIDDIE EXPRESS DAY CARE HOME,120 MEADOW VIEW DR NEW BERN NC 28562,(252) 288-4926,Family CC Home,Four Star Family CC Home License,35.11974098,-77.07525625,https://ncchildcare.ncdhhs.gov/childcaresearch
92003930,THE KINGS KIDS,8013 FASHION LN GARNER NC 27529,(919) 986-4272,Family CC Home,One Star Family CC Home License,35.66402155,-78.57360618,https://ncchildcare.ncdhhs.gov/childcaresearch
25000621,THE LEARNING NEST,1308 GARDEN  ST  NEW BERN NC 28560,(919) 995-1926,Family CC Home,Five Star Family CC Home License,35.1160536,-77.05590921,https://ncchildcare.ncdhhs.gov/childcaresearch
